#FeatureID	LifeStage	Color
9d608db0d9fb6449cea2f2831fa4b002	Medusae	#32CD32
0da9e9d6bb4c8f4724c365ac9440b068	Medusae	#32CD32
c374c8ecdf597a7be339655e8e90eaec	Medusae	#32CD32
551aa9c2b9c531fdc724e22a9f1eb6c7	Medusae	#32CD32
551aa9c2b9c531fdc724e22a9f1eb6c7	Polyp	#FF69B4
75b7e82847dad232a871e311a5dadc21	Medusae	#32CD32
b48a096398c2cd2d0b3d9f14d3fcfce9	Medusae	#32CD32
26ac30868a1d74ba3a98dc4948d9652a	Medusae	#32CD32
cde0213e7ae386e67c09caa2129452a8	Medusae	#32CD32
1dac3ffc888f1a65207609c3086de90a	Medusae	#32CD32
2b46f6b2d9a098e0b82504139e17f312	Medusae	#32CD32
c405f103be52221c05b9091669569a96	Medusae	#32CD32
14f072585c7d552fd5b9799c6184a6d4	Medusae	#32CD32
b93acadca3f22243ee02114c0652ee47	Medusae	#32CD32
b93acadca3f22243ee02114c0652ee47	Polyp	#FF69B4
6dc71a611834e1fe51d8027170df656d	Medusae	#32CD32
5fbdaa03555bd5243e98926e02b4c2c8	Medusae	#32CD32
5154106e906adc70376cd6dfdcc0d77e	Medusae	#32CD32
9e16393b77f4fd683377c96c8f37eb71	Medusae	#32CD32
eba211279c022dfa0462de669bcab50d	Medusae	#32CD32
ef4b73059bf1b4fb90a57c6120256feb	Medusae	#32CD32
19ec2e8792dbf932971f82f886dfa022	Medusae	#32CD32
8241c688c6fb6dc1190ec5a85b174d7b	Medusae	#32CD32
ea9804dbb0ad347a84dab7bd73adc206	Medusae	#32CD32
ea9804dbb0ad347a84dab7bd73adc206	Polyp	#FF69B4
8e98734d741b541832bd4a609d57702a	Medusae	#32CD32
add4dfb6cf91ebc234f929049f9462bf	Medusae	#32CD32
a4e10ed572f96142821dc29052c6d7b6	Polyp	#FF69B4
